Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2/3/2023,Evening,317.9,7.2,2.4,0,0,0,5,242.9,309.3,29.6,0.6,16.2,32.4,0,10,19.5,5.6,
2/3/2023,Lunch,905.7,22.2,9.8,1.4,1,0,19.6,416,795,134.3,11.5,40.9,44.1,4,12.9,86.5,14.2,
2/3/2023,Morning,459.9,15.9,5.1,0.4,3.4,0,119.6,401.2,1051.3,47.4,6.4,10.6,29.1,1008.7,93.1,69.3,13.2,
2/3/2023,PreWorkout,425,6.3,1.5,1.3,1.3,0,12.5,1952.5,220,84.5,5,37,12.5,25,25,42,51,
2/4/2023,Breakfast,441.3,16.7,5.5,1.5,5,0,214.3,171.5,249.4,49.2,9.2,18,24.4,6.7,0,72.3,14,
2/4/2023,Dinner,409.3,2.9,0.6,0.1,0,0,70,578.3,724,66.3,4.1,16.8,28.2,631.5,94.8,5.4,3.4,
2/4/2023,Evening,600,22,5.5,6,8.5,0,5,800,658,89,13,24,23,75,0,37.2,76,
2/4/2023,Lunch,380.4,5.1,2.7,0,0.3,0,20,717.2,288.3,36.2,3.3,3.8,43.8,18.6,18,73.6,10.1,
2/4/2023,Morning,459.9,15.9,5.1,0.4,3.4,0,119.6,401.2,1051.3,47.4,6.4,10.6,29.1,1008.7,93.1,69.3,13.2,
2/4/2023,PreWorkout,521.2,6.3,1.5,1.3,1.3,0,12.5,1952.5,220,108.6,5,37,12.5,25,25,42,51,
2/5/2023,Breakfast,414.5,16.5,5.4,1.4,5,0,206.9,163.4,234.4,42.6,9.2,15.5,24.2,6.5,0,70.3,12.8,
2/5/2023,Dinner,431.3,11.4,1.4,0.8,0.8,0,45,327,689.9,47.5,2.6,3.4,33,6,4,2.3,9.7,
2/5/2023,Evening,710.5,16,6.1,5.3,3.3,0,5,670,320,103.3,2.3,50.7,38.4,6.4,17.4,26.4,25.2,
2/5/2023,Lunch,442.4,8.1,3.8,0,0,0,19.6,406.7,311.9,53.6,5.4,3.5,35.9,0,0.9,16.1,3.8,
2/5/2023,Morning,324.4,8.1,3.7,0,0.3,0.2,20,876.2,0,40.2,3.3,6.8,21.3,59.6,15,73.6,15.1,
2/5/2023,PreWorkout,521.2,6.3,1.5,1.3,1.3,0,12.5,1952.5,220,108.6,5,37,12.5,25,25,42,51,
2/6/2023,Breakfast,441.3,16.7,5.5,1.5,5,0,214.3,171.5,249.4,49.2,9.2,18,24.4,6.7,0,72.3,14,
2/6/2023,Dinner,516,7.8,0,0,0,0,0,510,0,89.5,1.5,1.5,21.5,0,0,6,3,
2/6/2023,Evening,558,10,3.5,1,1,0,15,754,130,78.3,4,32,39.5,20,33,33,40,
2/6/2023,Lunch,442.4,8.1,3.8,0,0,0,19.6,406.7,311.9,53.6,5.4,3.5,35.9,0,0.9,16.1,3.8,
2/6/2023,Morning,459.9,15.9,5.1,0.4,3.4,0,119.6,401.2,1051.3,47.4,6.4,10.6,29.1,1008.7,93.1,69.3,13.2,
2/6/2023,PreWorkout,372.1,6.4,2.3,1.5,1.4,0,12.5,1646.5,973.5,76,8.5,23.5,13.3,17.5,23.8,36.7,100,
2/7/2023,Breakfast,441.3,16.7,5.5,1.5,5,0,214.3,171.5,249.4,49.2,9.2,18,24.4,6.7,0,72.3,14,
2/7/2023,Dinner,594.8,11.9,1.4,0.8,0.8,0,45,697.6,689.9,81.3,3.7,4.5,38.5,6,4,6.7,11.9,
2/7/2023,Evening,303.4,6.5,1.5,0,0,0,5,226.7,236.7,36.7,0,16,23.7,0,6.7,14.7,4,
2/7/2023,Lunch,442.4,8.1,3.8,0,0,0,19.6,406.7,311.9,53.6,5.4,3.5,35.9,0,0.9,16.1,3.8,
2/7/2023,Morning,459.9,15.9,5.1,0.4,3.4,0,119.6,401.2,1051.3,47.4,6.4,10.6,29.1,1008.7,93.1,69.3,13.2,
2/7/2023,PreWorkout,578.3,6.4,2.3,1.5,1.4,0,12.5,1671.5,973.5,127.1,8.5,47.5,13.3,17.5,23.8,36.7,100,
2/8/2023,Breakfast,438.5,16.5,5.4,1.4,5,0,206.9,168.7,249.4,49.2,9.2,18,24.2,6.5,0,72.3,13.8,
2/8/2023,Dinner,581.5,16.4,10.3,0,0,0,51.2,1298.5,247.6,56.3,4.1,10.3,49.6,0,10,61.2,12.3,
2/8/2023,Evening,224.7,3.2,1.7,0.5,0.5,0,5,132.8,255.5,42.4,1.8,26.9,7.3,4.6,4.6,12.6,36.3,
2/8/2023,Lunch,476.8,8.2,4,0,0.3,0,19.6,442.9,311.9,59.8,5.7,5.3,37.2,14.6,0.9,64.7,3.9,
2/8/2023,Morning,459.9,15.9,5.1,0.4,3.4,0,119.6,401.2,1051.3,47.4,6.4,10.6,29.1,1008.7,93.1,69.3,13.2,
2/8/2023,PreWorkout,650.7,6.5,1.5,1.3,1.3,0,12.5,2009.5,220,139.8,5.3,62.7,12.9,26.4,26.4,43.4,53.8,
2/9/2023,Breakfast,438.5,16.5,5.4,1.4,5,0,206.9,168.7,249.4,49.2,9.2,18,24.2,6.5,0,72.3,13.8,
2/9/2023,Dinner,313.8,10.5,2.6,0,0,0,0,335,250,44.3,3,8.2,8,0,0,16,0,
2/9/2023,Evening,525,12,4.5,0,0,0,44,488,77,82,15,7,32,10,2,8.1,28.2,
2/9/2023,Lunch,600.8,8.8,4.2,0.2,0.5,0,19.6,446.9,663.9,91.4,7.3,35.1,38.4,18.6,12.9,66.7,5.9,
2/9/2023,Morning,459.9,15.9,5.1,0.4,3.4,0,119.6,401.2,1051.3,47.4,6.4,10.6,29.1,1008.7,93.1,69.3,13.2,
2/9/2023,PreWorkout,450.5,6.5,1.5,1.3,1.3,0,12.5,1985.5,220,89.7,5.3,38.7,13.4,26.4,26.4,43.4,53.8,
2/10/2023,Breakfast,404.4,9.1,4.7,0,0.3,0,30,636.2,4,49.2,2.3,16.8,28.3,18.6,8,71.6,10.1,
2/10/2023,Dinner,440,14,2.5,0,0,0,40,940,0,46,6,10,31,10,0,30,20,
2/10/2023,Evening,695,21,11,0,0,0.5,45,465,150,75.5,1,62,50.5,20,15,55,15,
2/10/2023,Lunch,210,5,0.5,1.5,2,0,0,0,180,40,5,7,6,0,0,3,10.6,
2/10/2023,Morning,505,13.3,4.9,0.3,1.1,0,119.6,367.6,1369.2,66.1,9.3,21.8,30,1012,102.7,59.6,12,
2/10/2023,PreWorkout,470.7,4,0,1.3,1.3,0,0,1922,0,105.3,5.3,31.7,7.9,26.4,26.4,26.4,53.8,
2/11/2023,Breakfast,490,10,4,1.5,2,0,20,85,184,72,6,31,34,0,0,11,10.6,
2/11/2023,Evening,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
2/11/2023,Lunch,694.3,17.4,4.2,0,0.3,0,0.8,515.4,518.9,87.8,22.7,7.3,56.7,14.6,0.9,60.5,30.1,
2/11/2023,PreWorkout,470.7,4,0,1.3,1.3,0,0,1922,0,105.3,5.3,31.7,7.9,26.4,26.4,26.4,53.8,
2/12/2023,Breakfast,796.4,27.6,7.2,1.5,3.3,0,29,573.2,231,100.2,7.3,38.3,41.3,14.6,0,59.6,11.7,
2/12/2023,Dinner,496.1,15.5,9,0,0,0,45.2,1241.1,130.2,63.8,3.6,9,23.7,0,0,45.2,10.9,
2/12/2023,Evening,370,6.5,2.3,2.5,1.5,0,0,305,135,49,0.5,28,27,0,10,10.5,4.2,
2/12/2023,Lunch,359.9,1.3,0,0,0,0,0.8,279.2,311.9,53.6,5.4,3.5,31.4,0,0.9,4.8,3.8,
2/12/2023,Morning,539.4,13.4,5.1,0.3,1.4,0,119.6,403.8,1369.2,72.8,9.6,23.6,31.3,1026.6,102.7,108.2,12.1,
2/12/2023,PreWorkout,280,1.5,0,0,0,0,0,1260,0,56,2,2,9,0,0,8,20,
2/13/2023,Breakfast,398,11.9,1.9,1.7,6,0,206.9,190.5,170.9,51.9,10.5,18.4,23,6.5,0,33.9,14.8,
2/13/2023,Dinner,658.6,19,9.1,0,0,0,97.6,1853.7,996.6,84,15.9,10.3,37.5,4,3.5,26.7,13,
2/13/2023,Evening,388,8.5,3.8,2.5,1.5,0,5,314,255,49.8,0.5,28,27,0,8,16.5,8.2,
2/13/2023,Lunch,414.9,5.8,2.5,0,0,0,13.3,364.2,311.9,53.6,5.4,3.5,34.4,0,0.9,12.3,3.8,
2/13/2023,Morning,416.7,12.7,4.7,0.1,1.1,0,119.6,356.7,785.8,42.8,6.8,8.6,29.1,1011.4,63.9,52.6,12,
2/13/2023,PreWorkout,540.7,6.5,1.5,1.3,1.3,0,12.5,1984.5,220,112.8,5.3,38.7,12.9,26.4,26.4,43.4,53.8,
2/14/2023,Breakfast,465.4,14.1,2,2.4,6.9,0,210.6,206.9,170.9,63.3,12.9,21.4,24.9,6.6,0,35.5,18.5,
2/14/2023,Dinner,658.6,19,9.1,0,0,0,97.6,1853.7,996.6,84,15.9,10.3,37.5,4,3.5,26.7,13,
2/14/2023,Evening,281,2.4,1.7,0.2,0.2,0,5,147,484,39.5,1.2,35.4,25.9,3,17,17.5,5.5,
2/14/2023,Lunch,414.9,5.8,2.5,0,0,0,13.3,364.2,311.9,53.6,5.4,3.5,34.4,0,0.9,12.3,3.8,
2/14/2023,Morning,416.7,12.7,4.7,0.1,1.1,0,119.6,356.7,785.8,42.8,6.8,8.6,29.1,1011.4,63.9,52.6,12,
2/14/2023,PreWorkout,540.7,6.5,1.5,1.3,1.3,0,12.5,1984.5,220,112.8,5.3,38.7,12.9,26.4,26.4,43.4,53.8,
2/15/2023,Breakfast,411.6,11.4,2.3,1.7,5.7,0,210.6,166.9,275.7,56.2,9.4,17.5,23.6,6.6,0,33,15,
2/15/2023,Dinner,516,7.8,0,0,0,0,0,510,0,89.5,1.5,1.5,21.5,0,0,6,3,
2/15/2023,Evening,610,21.4,8.2,2.5,1.5,0,15,552.9,334.3,61.1,2.1,27.7,44.4,0,15,19.7,8.6,
2/15/2023,Lunch,414.9,5.8,2.5,0,0,0,13.3,364.2,311.9,53.6,5.4,3.5,34.4,0,0.9,12.3,3.8,
2/15/2023,Morning,416.7,12.7,4.7,0.1,1.1,0,119.6,356.7,785.8,42.8,6.8,8.6,29.1,1011.4,63.9,52.6,12,
2/15/2023,PreWorkout,444.5,6.5,1.5,1.3,1.3,0,12.5,1984.5,220,88.7,5.3,38.7,12.9,26.4,26.4,43.4,53.8,
2/16/2023,Breakfast,411.6,11.4,2.3,1.7,5.7,0,210.6,166.9,275.7,56.2,9.4,17.5,23.6,6.6,0,33,15,
2/16/2023,Dinner,498,10.2,0.5,0,0,0,1.3,1365.7,673.7,66.7,7.8,17.3,35.8,4,0.1,9.4,6.6,
2/16/2023,Evening,559,20,1.5,0,48,0,5,157,230,63.9,0,13,29.5,0,9,17,4,
2/16/2023,Lunch,414.9,5.8,2.5,0,0,0,13.3,364.2,311.9,53.6,5.4,3.5,34.4,0,0.9,12.3,3.8,
2/16/2023,Morning,416.7,12.7,4.7,0.1,1.1,0,119.6,356.7,785.8,42.8,6.8,8.6,29.1,1011.4,63.9,52.6,12,
2/16/2023,PreWorkout,540.7,6.5,1.5,1.3,1.3,0,12.5,1984.5,220,112.8,5.3,38.7,12.9,26.4,26.4,43.4,53.8,
2/17/2023,Breakfast,419.4,13,2.5,0.8,4.5,0,210.6,206.9,249.9,53.9,8.5,21.4,22.1,6.6,0,31.3,14.9,
2/17/2023,Dinner,664.4,5.1,2.7,0,0.3,0,20,1816.2,288.3,105.2,7.3,7.8,57.3,18.6,18,73.6,10.1,
2/17/2023,Evening,470,18,8.1,2.5,1.5,0,20,355,222.5,68.8,1,37.5,9.3,0,0,9.8,9.6,
2/17/2023,Lunch,414.9,5.8,2.5,0,0,0,13.3,364.2,311.9,53.6,5.4,3.5,34.4,0,0.9,12.3,3.8,
2/17/2023,Morning,416.7,12.7,4.7,0.1,1.1,0,119.6,356.7,785.8,42.8,6.8,8.6,29.1,1011.4,63.9,52.6,12,
2/17/2023,PreWorkout,479.8,9.6,1.5,1.2,3.6,0,12.5,546.1,434.3,88.1,4.8,28.4,12.1,0,0,19.4,215.3,
2/18/2023,Breakfast,395.4,13,2.5,0.8,4.5,0,210.6,201.6,234.9,47.3,8.5,18.9,22.1,6.6,0,29.3,13.9,
2/18/2023,Dinner,663,13.7,1.6,0,0,0,1.3,1800.7,743.7,88.7,15.3,16.6,38.8,4,0.1,17.4,16.3,
2/18/2023,Evening,203.2,2.2,1.6,0.1,0.1,0,5,119.2,305.6,25.1,0.5,21.9,20.4,1.2,9.6,14.6,4.6,
2/18/2023,Lunch,609.4,13.6,6.5,0,0.3,0,48,1051.2,265.3,87.7,19.3,7.3,43.3,20.6,8,68.7,35.3,
2/18/2023,Morning,416.7,12.7,4.7,0.1,1.1,0,119.6,356.7,785.8,42.8,6.8,8.6,29.1,1011.4,63.9,52.6,12,
2/18/2023,PreWorkout,576,9.6,1.5,1.2,3.6,0,12.5,1806.1,434.3,112.2,4.8,28.4,12.1,0,0,19.4,215.3,
2/19/2023,Breakfast,395.4,13,2.5,0.8,4.5,0,210.6,201.6,234.9,47.3,8.5,18.9,22.1,6.6,0,29.3,13.9,
2/19/2023,Dinner,1240,42.5,20.5,0,0,0,106,2111,0,179,5.5,86.5,36,0,0,0,0,
2/19/2023,Evening,243,2,1.5,0,0,0,5,209,270,16.3,0,13,37.5,0,13,21,4,
2/19/2023,Lunch,110,0,0,0,0,0,0,130,100,1,0,0,25,0,10,10,0,
2/19/2023,Morning,359.9,1.3,0,0,0,0,0.8,279.2,311.9,53.1,5.4,3.5,31.4,0,0.9,4.8,3.8,
2/19/2023,PreWorkout,540.7,6.5,1.5,1.3,1.3,0,12.5,1984.5,220,112.8,5.3,38.7,12.9,26.4,26.4,43.4,53.8,
2/20/2023,Breakfast,395.4,13,2.5,0.8,4.5,0,210.6,201.6,234.9,47.3,8.5,18.9,22.1,6.6,0,29.3,13.9,
2/20/2023,Dinner,432.6,15,9.4,0,0,0,47,1072.2,135.4,50.8,3.8,9.4,22.6,0,0,47,11.3,
2/20/2023,Evening,843,19,4.5,8,4.5,0,0,1139,530,123.3,10,33,48.5,75,13,38,68.3,
2/20/2023,Lunch,414.9,5.8,2.5,0,0,0,13.3,364.2,311.9,53.1,5.4,3.5,34.4,0,0.9,12.3,3.8,
2/20/2023,Morning,390,6.5,2.8,0,0,0,48,835,188.3,60,4,4.5,23,6,8,17,13,
2/20/2023,PreWorkout,377.4,6.4,2.3,1.5,1.4,0,12.5,1646.6,994.9,77.4,8.7,24.2,13.4,17.6,24.4,37,100,
2/21/2023,Breakfast,411.7,16.3,5.4,1.4,4.9,0,199.5,160.6,234.4,42.6,9.2,15.5,23.9,6.2,0,70.2,12.7,
2/21/2023,Dinner,704.4,18.2,6.5,2,2.3,0,29.5,478.4,976.2,91.1,15.7,10.1,42.8,51.7,50.1,16.1,20.6,
2/21/2023,Evening,268,0.4,0.1,0.1,0.1,0,0,115,248,43.8,1.6,39.7,20.8,0,68.7,9.1,0.9,
2/21/2023,Lunch,579.3,11.9,3.2,0,0.3,0,13.3,520.4,311.9,77.3,6.7,6.3,35.7,14.6,0.9,60.9,5,
2/21/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
2/21/2023,PreWorkout,473.6,6.4,2.3,1.5,1.4,0,12.5,1646.6,994.9,101.5,8.7,24.2,13.4,17.6,24.4,37,100,
2/22/2023,Breakfast,411.7,16.3,5.4,1.4,4.9,0,199.5,160.6,234.4,42.6,9.2,15.5,23.9,6.2,0,70.2,12.7,
2/22/2023,Dinner,726.4,18.2,6.5,2,2.3,0,29.5,495.4,1058.2,95.3,17.7,10.3,44.2,51.7,50.1,16.9,22.6,
2/22/2023,Evening,323.4,1.2,0.1,0.4,0.4,0,0,212.7,234.7,58.7,2.6,45.7,19,5,72.4,12.8,10.9,
2/22/2023,Lunch,544.9,11.8,3,0,0,0,13.3,484.2,311.9,71.1,6.4,4.5,34.4,0,0.9,12.3,4.9,
2/22/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
2/22/2023,PreWorkout,440.7,6.3,2.3,1.5,1.4,0,12.5,1646.2,862.5,93,7.7,19.7,13,16.5,21.1,35.2,99.9,
2/23/2023,Breakfast,411.7,16.3,5.4,1.4,4.9,0,199.5,160.6,234.4,42.6,9.2,15.5,23.9,6.2,0,70.2,12.7,
2/23/2023,Dinner,658.3,12.2,2.5,2,2.3,0,4.5,414.6,1072.5,96.6,18.8,10.4,40,51.7,50.1,13.3,23.7,
2/23/2023,Evening,308.8,1.7,0.3,0.7,0.7,0,0,249.4,253.5,48.2,2.7,27.3,25,6.7,15.4,15.4,46.7,
2/23/2023,Lunch,544.9,11.8,3,0,0,0,13.3,484.2,311.9,71.1,6.4,4.5,34.4,0,0.9,12.3,4.9,
2/23/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
2/23/2023,PreWorkout,539.8,9.6,1.5,1.2,3.6,0,12.5,1811.1,434.3,102.1,4.8,41.4,12.1,0,0,19.4,215.3,
2/24/2023,Breakfast,411.7,16.3,5.4,1.4,4.9,0,199.5,160.6,234.4,42.6,9.2,15.5,23.9,6.2,0,70.2,12.7,
2/24/2023,Dinner,432.6,15,9.4,0,0,0,47,1072.2,135.4,50.8,3.8,9.4,22.6,0,0,47,11.3,
2/24/2023,Evening,450.7,2.9,0,1,1,0,0,524.6,56.7,86.1,3.8,49,20,19.2,24.9,24.9,38.3,
2/24/2023,Lunch,664.9,11.8,3,0,0,0,13.3,494.2,311.9,99.1,6.4,30.5,34.4,0,0.9,12.3,4.9,
2/24/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
2/24/2023,PreWorkout,480.4,4.8,1,1.9,1.9,0,0,1810.4,580.8,82.9,7.7,3.8,34.6,19.2,29.2,29.2,135.6,
2/25/2023,Breakfast,411.7,16.3,5.4,1.4,4.9,0,199.5,160.6,234.4,42.6,9.2,15.5,23.9,6.2,0,70.2,12.7,
2/25/2023,Dinner,489.9,7.3,0.5,0,0,0,0.8,399.2,311.9,71.1,6.4,4.5,31.4,0,0.9,4.8,4.9,
2/25/2023,Evening,602.9,13,4.5,5,3,0,0,501.9,190,85.7,1,45.4,34,0,12,13,8.3,
2/25/2023,Lunch,416.7,12.7,4.7,0.1,1.1,0,119.6,356.7,785.8,42.3,6.8,8.6,29.1,1011.4,63.9,52.6,12,
2/25/2023,Morning,464.4,12.1,6.2,0,0.3,0,20,786.2,265.3,59.2,18.3,4.8,38.3,18.6,8,66.7,32.3,
2/25/2023,PreWorkout,490.1,4.2,0,1.4,1.4,0,0,1953.9,0,109.4,5.6,33.3,8.3,27.8,27.8,27.8,56.6,
2/26/2023,Breakfast,404.7,15.8,5.2,1.4,4.7,0,181,153.6,234.4,42.6,9.2,15.5,23.3,5.6,0,70,12.3,
2/26/2023,Dinner,556.3,17.4,3.6,0,0,0,80,725.7,671.3,69,10.2,3.9,31.5,4,3.5,6,23.9,
2/26/2023,Evening,695.4,6.9,1.5,1.5,1.5,0,12.5,817.8,270,132.7,5.9,76.6,26.3,29.4,34.4,51.4,58.9,
2/26/2023,Lunch,264.4,5.1,2.7,0,0.3,0,20,586.2,188.3,34.2,3.3,3.8,18.3,18.6,8,63.6,10.1,
2/26/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.2,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
2/26/2023,PreWorkout,483.9,5.2,1.1,2,1.9,0,0,1811.5,981.8,84.4,10.6,17.5,35.8,22.6,38.9,34.8,135.9,
2/27/2023,Breakfast,431.5,16,5.3,1.4,4.8,0,188.4,161.7,249.4,49.2,9.2,18,23.6,5.9,0,72.1,13.4,
2/27/2023,Dinner,551,16.4,3.6,0,0,0,80,845.5,660.3,70.7,8.4,6.4,28.3,4,18.5,5.5,23.7,
2/27/2023,Evening,270,2,1.5,0,0,0,5,170,240,30,0,26,30,0,10,18,4,
2/27/2023,Lunch,804.3,11.9,3.5,0,0.3,0,69.3,990.4,311.9,125.3,8.2,10.8,45.7,18.6,0.9,64.9,10.5,
2/27/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
2/27/2023,PreWorkout,387.6,3.8,0.8,1.5,1.4,0,0,1583.9,710.5,89.8,8.2,15,8.2,17.1,22.8,19.1,100,
2/28/2023,Breakfast,431.5,16,5.3,1.4,4.8,0,188.4,161.7,249.4,49.2,9.2,18,23.6,5.9,0,72.1,13.4,
2/28/2023,Dinner,1155,39.5,20,0,0,0,105,1975,0,166,5.5,71,35,0,0,0,0,
2/28/2023,Evening,146.6,0,0,0,0,0,0,173.3,133.3,1.3,0,0,33.3,0,13.3,13.3,0,
2/28/2023,Lunch,544.9,11.8,3,0,0,0,13.3,484.2,311.9,71.1,6.4,4.5,34.4,0,0.9,12.3,4.9,
2/28/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
2/28/2023,PreWorkout,375.1,3.8,0.8,1.5,1.4,0,0,1583.8,660.4,86.6,7.8,13.3,8,16.7,21.6,18.4,99.9,
3/1/2023,Breakfast,407.5,16,5.3,1.4,4.8,0,188.4,156.4,249.4,42.6,9.2,15.5,23.6,5.9,0,70.1,12.4,
3/1/2023,Dinner,401.1,7.8,2,0.4,1.4,0,131.6,825.5,467.8,50.3,2.5,5.5,28.9,2.5,15,1.6,2.3,
3/1/2023,Evening,248,7.5,2.3,0,0,0,0,229,272.5,9.6,1.5,4.5,36.3,0,13,17,4.2,
3/1/2023,Lunch,544.9,11.8,3,0,0,0,13.3,484.2,311.9,71.1,6.4,4.5,34.4,0,0.9,12.3,4.9,
3/1/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
3/1/2023,PreWorkout,540.7,6.5,1.5,1.3,1.3,0,12.5,1984.5,220,112.3,5.3,38.7,12.9,26.4,26.4,43.4,53.8,
3/2/2023,Breakfast,431.5,16,5.3,1.4,4.8,0,188.4,161.7,249.4,49.2,9.2,18,23.6,5.9,0,72.1,13.4,
3/2/2023,Dinner,551,7.8,0,0,0,0,0,575,200,97.5,1.5,7.5,21.5,0,1111,10,3,
3/2/2023,Evening,396,4,0,2,1,0,0,602,360,47.2,6,11.1,43,50,14,30,40,
3/2/2023,Lunch,609.9,14.8,3.3,0,0,0,13.3,544.2,311.9,80.1,6.9,5,34.4,0,0.9,12.3,5.5,
3/2/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
3/2/2023,PreWorkout,444.5,6.5,1.5,1.3,1.3,0,12.5,1984.5,220,88.2,5.3,38.7,12.9,26.4,26.4,43.4,53.8,
3/3/2023,Breakfast,470.7,16.3,5.4,1.4,4.9,0,199.5,230.9,449.4,57.2,9.2,24,23.9,6.2,1111,76.2,13.7,
3/3/2023,Dinner,401.1,7.8,2,0.4,1.4,0,131.6,825.5,467.8,50.3,2.5,5.5,28.9,2.5,15,1.6,2.3,
3/3/2023,Evening,366,7.1,1.5,0,0,0,5,293,281,40.1,0,16.4,34,0,10.7,18.7,4,
3/3/2023,Lunch,604.9,10.3,2.5,0,0,0,13.3,464.2,341.9,88.1,5.4,19.5,36.4,0,0.9,12.3,3.8,
3/3/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
3/3/2023,PreWorkout,636,9.6,1.5,1.2,3.6,0,12.5,1806.1,434.3,125.7,4.8,41.4,12.1,0,0,19.4,215.3,
3/4/2023,Breakfast,419.9,16.3,5.4,1.4,4.9,0,196,168.3,406.2,42,9.2,16.3,25.5,6.2,0,71.1,12.7,
3/4/2023,Dinner,436.1,7.8,2,0.4,1.4,0,131.6,890.5,667.8,58.3,2.5,11.5,28.9,2.5,1126,5.6,2.3,
3/4/2023,Evening,889,22,9.5,5,3,0,5,697,377,129.9,16,63.5,51.5,0,9,21.1,34.5,
3/4/2023,Lunch,264.4,5.1,2.7,0,0.3,0,20,586.2,188.3,34.2,3.3,3.8,18.3,18.6,8,63.6,10.1,
3/4/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
3/4/2023,PreWorkout,459.4,6.3,2.3,1.5,1.4,0,12.5,1646.4,937.7,97.3,8.3,22.3,13.2,17.2,23,36.2,100,
3/5/2023,Breakfast,424.1,16.6,5.5,1.5,5,0,207.1,172.5,406.2,42,9.2,16.3,25.9,6.6,0,71.2,12.9,
3/5/2023,Dinner,696,24,6,3,6,0,5,1240,741,99,5,6,26,0,6,12,30,
3/5/2023,Evening,288,2,0.5,0,0,0,0,278.3,133.3,30.3,0,19.1,33.8,0,13.3,13.3,2,
3/5/2023,Lunch,764.9,14.8,6,0,0,0,13.3,554.2,421.9,108.1,10.4,41.5,42.4,0,0.9,13.7,9.4,
3/5/2023,Morning,409.4,6.6,3,0,0.3,0,48,851.2,188.3,62.7,4.3,6.3,23.3,20.6,8,65.6,13.1,
3/5/2023,PreWorkout,351.1,6.3,2.3,1.5,1.4,0,12.5,1591.3,909,69.4,8,21.3,13.1,16.9,22.3,35.8,98.9,
3/6/2023,Breakfast,403.6,12,3.5,0.8,4.5,0,212.1,234.3,407.7,46.7,8.5,19.7,24.7,6.6,0,32.2,13.9,
3/6/2023,Dinner,445.5,15.5,9.7,0,0,0,48.4,1104.1,139.5,52.3,3.9,9.7,23.2,0,0,48.4,11.6,
3/6/2023,Evening,448.6,6,0,3,1.5,0,0,760,430,64,9,11.4,37,75,10,34,60,
3/6/2023,Lunch,699.3,10.4,2.7,0,0.3,0,13.3,500.4,341.9,108.3,5.7,34.3,37.7,14.6,0.9,60.9,3.9,
3/6/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
3/6/2023,PreWorkout,459.6,6.5,2.3,1.6,1.5,0,12.5,1656.2,922,97,8.2,21.4,13.3,17.4,22.8,36.3,103.5,
3/7/2023,Breakfast,403.6,12,3.5,0.8,4.5,0,212.1,234.3,407.7,46.7,8.5,19.7,24.7,6.6,0,32.2,13.9,
3/7/2023,Dinner,445.5,15.5,9.7,0,0,0,48.4,1104.1,139.5,52.3,3.9,9.7,23.2,0,0,48.4,11.6,
3/7/2023,Evening,330.6,2,1.5,0,0,0,5,196,260,39.2,0,34.4,35,0,12,20,4,
3/7/2023,Lunch,699.3,10.4,2.7,0,0.3,0,13.3,500.4,341.9,108.3,5.7,34.3,37.7,14.6,0.9,60.9,3.9,
3/7/2023,Morning,469.5,15.7,5,0.3,3.4,0,119.6,391.4,861.7,48.7,6.8,10.9,29.4,1011.4,63.9,67.8,13.5,
3/7/2023,PreWorkout,552.2,8.5,2.8,1.6,1.5,0,12.5,1761.3,932.8,114.7,8.3,29.8,14.4,21.5,23,36.5,105.6,
